2,1,24:16:23:03:16:18,9/23/2024 3:16:22 AM,500,100,False,False,False,False,0,-25,170,4.061794,199.4001,22.7,199.8001,22.8,2.038323,2.06198,2.471339,True,True
2,1,24:16:23:03:16:18,9/23/2024 3:16:24 AM,500,100,False,False,False,False,0,-25,14.30264,4.358453,71.49999,14.2,75.19997,15.70001,1.376507,1.606828,2.389348,True,True
2,1,24:16:23:03:16:18,9/23/2024 3:16:29 AM,500,100,False,False,False,False,0,-25,169.544,5.602583,186.0002,26.5,198.1002,33.59999,3.43679,4.070895,4.53585,True,True
2,1,24:16:23:03:16:18,9/23/2024 3:16:32 AM,500,100,False,False,False,False,0,-25,56.28595,4.682541,35.49998,4.599999,35.59998,4.699999,1.57941,1.600809,2.511749,True,True
2,1,24:16:23:03:16:18,9/23/2024 3:16:35 AM,500,100,False,False,False,False,0,-25,172.1055,4.308603,190.3,19.80002,190.3,19.80002,3.268724,3.273529,3.577852,True,True
2,1,24:16:23:03:16:18,9/23/2024 3:16:37 AM,500,100,False,False,False,False,0,100,147.9064,5.653806,221.9,17.1,221.9,17.1,2.071354,2.071354,2.071354,False,False
2,1,24:16:23:03:16:18,9/23/2024 3:16:40 AM,500,100,False,False,False,False,0,-25,92.95039,4.873883,113.1,18.40001,113.7,18.70001,1.555413,1.608601,2.328498,True,True
2,1,24:16:23:03:16:18,9/23/2024 3:16:41 AM,500,100,False,False,False,False,0,-25,48.21456,4.831822,93.09996,10,93.09996,10,1.337164,1.351162,1.672782,True,True
2,1,24:16:23:03:16:18,9/23/2024 3:16:44 AM,500,100,False,False,False,False,0,0,72.37526,4.717844,67.6,3.4,67.8,3.5,0.923554,1.061838,2.639246,True,True
2,1,24:16:23:03:16:18,9/23/2024 3:16:47 AM,500,100,False,False,False,False,0,-25,73.77213,4.698463,242.7,11.2,242.7,11.2,2.714011,2.719958,3.199718,True,True
2,1,24:16:23:03:16:18,9/23/2024 3:16:50 AM,500,100,False,False,False,False,0,-25,75.02494,4.012621,116.5,20,116.7,20,1.734338,1.776074,2.564521,True,True
2,1,24:16:23:03:16:18,9/23/2024 3:16:52 AM,500,100,False,False,False,False,0,50,68.59341,4.920242,81.30002,8.899998,81.80002,8.999998,1.23615,1.258186,2.476157,True,True
2,1,24:16:23:03:16:18,9/23/2024 3:16:55 AM,500,100,False,False,False,False,0,-25,65.67713,5.409001,195.6001,23.2,209.0001,28.40002,1.62,2.119013,2.44102,True,True
2,1,24:16:23:03:16:18,9/23/2024 3:16:57 AM,500,100,False,False,False,False,0,-25,158.5465,4.893709,237.6001,21.40001,238.1001,21.40001,2.097179,2.142385,2.468909,True,True
2,1,24:16:23:03:16:18,9/23/2024 3:16:58 AM,500,100,False,False,False,False,0,-25,62.88946,4.688786,58,6.699999,61.69999,7.699998,0.7980086,1.074413,1.473552,True,True
2,1,24:16:23:03:16:18,9/23/2024 3:17:03 AM,500,100,False,False,False,False,0,25,52.54095,4.986858,106.0999,11.30001,108.3998,13.80001,3.848573,4.254994,4.5755,True,True
2,1,24:16:23:03:16:18,9/23/2024 3:17:06 AM,500,100,False,False,False,False,0,-25,103.0856,4.285844,257.6001,17.7,257.6001,17.7,2.378846,2.384648,2.696991,True,True
2,1,24:16:23:03:16:18,9/23/2024 3:17:08 AM,500,100,False,False,False,False,0,100,81.96186,5.817233,4.799999,1.6,4.799999,1.6,2.363147,2.363147,2.363147,False,False
